Team,País,#,POS,Player name (MD),Nombre ANTERIOR,Nombre NUEVO,Cambió?,First name(s),Last name(s),Name on shirt,externalRef,Observación,Nombre corregido sugerido
NOR,Norway,13,GK,SELVIK Egil,Egil Selvik,Selvik Egil,SI,Egil,SELVIK,SELVIK,wc2026-NOR-13,Cambio de nombre,
NOR,Norway,14,MF,AURSNES Fredrik,Fredrik Aursnes,Aursnes Fredrik,SI,Fredrik,AURSNES,AURSNES,wc2026-NOR-14,Cambio de nombre,
NOR,Norway,15,DF,BJORKAN Fredrik Andre,Fredrik Bjørkan,Bjorkan Fredrik Andre,SI,Fredrik André,BJØRKAN,BJØRKAN,wc2026-NOR-15,Cambio de nombre,
NOR,Norway,16,DF,HOLMGREN PEDERSEN Marcus,Marcus Pedersen,Holmgren Pedersen Marcus,SI,Marcus Holmgren,PEDERSEN,HOLMGREN,wc2026-NOR-16,Cambio de nombre,
NOR,Norway,17,DF,HEGGEM Torbjorn,Torbjørn Heggem,Heggem Torbjorn,SI,Torbjørn Lysaker,HEGGEM,HEGGEM,wc2026-NOR-17,Cambio de nombre,
NOR,Norway,18,MF,THORSTVEDT Kristian,Kristian Thorstvedt,Thorstvedt Kristian,SI,Kristian,THORSTVEDT,THORSTVEDT,wc2026-NOR-18,Cambio de nombre,
NOR,Norway,19,MF,AASGAARD Thelo,Thelonious Aasgaard,Aasgaard Thelo,SI,Thelonious Gerard,AASGAARD,AASGAARD,wc2026-NOR-19,Cambio de nombre,
NOR,Norway,20,FW,NUSA Antonio,Antonio Nusa,Nusa Antonio,SI,Antonio Eromonsele Nordby,NUSA,NUSA,wc2026-NOR-20,Cambio de nombre,
NOR,Norway,21,MF,SCHJELDERUP Andreas,Andreas Schjelderup,Schjelderup Andreas,SI,Andreas Rædergård,SCHJELDERUP,SCHJELDERUP,wc2026-NOR-21,Cambio de nombre,
NOR,Norway,22,MF,BOBB Oscar,Oscar Bobb,Bobb Oscar,SI,Oscar,BOBB,BOBB,wc2026-NOR-22,Cambio de nombre,
NOR,Norway,23,MF,HAUGE Jens Petter,Jens Hauge,Hauge Jens Petter,SI,Jens Petter,HAUGE,HAUGE,wc2026-NOR-23,Cambio de nombre,
NOR,Norway,24,DF,LANGAS Sondre,Sondre Langås,Langas Sondre,SI,Sondre Klingen,LANGÅS,LANGÅS,wc2026-NOR-24,Cambio de nombre,
NOR,Norway,25,DF,FALCHENER Henrik,Henrik Falchener,Falchener Henrik,SI,Henrik Sælebakke,FALCHENER,FALCHENER,wc2026-NOR-25,Cambio de nombre,
NOR,Norway,26,FW,RYERSON Julian,Julian Ryerson,Ryerson Julian,SI,Julian,RYERSON,RYERSON,wc2026-NOR-26,Cambio de nombre,
PAN,Panama,1,GK,MEJIA Luis,Luis Mejía,Mejia Luis,SI,Luis Ricardo,MEJÍA CAJAR,MEJÍA,wc2026-PAN-1,Cambio de nombre,
PAN,Panama,2,DF,BLACKMAN Cesar,César Blackman,Blackman Cesar,SI,César Rodolfo,BLACKMAN CAMARENA,BLACKMAN,wc2026-PAN-2,Cambio de nombre,
PAN,Panama,3,DF,CORDOBA Jose,Jose Cordoba,Cordoba Jose,SI,Jose Angel,CÓRDOBA CHAMBERS,CORDOBA,wc2026-PAN-3,Cambio de nombre,
PAN,Panama,4,DF,ESCOBAR Fidel,F. Escobar,Escobar Fidel,SI,Fidel,ESCOBAR MENDIETA,F. ESCOBAR,wc2026-PAN-4,Cambio de nombre,
PAN,Panama,5,DF,FARINA Edgardo,Edgardo Fariña,Farina Edgardo,SI,Edgardo Issac,FARIÑA WYNTER,FARIÑA,wc2026-PAN-5,Cambio de nombre,
PAN,Panama,6,MF,MARTINEZ Cristian,Cristian Martínez,Martinez Cristian,SI,Cristian Jesus,MARTÍNEZ,MARTÍNEZ,wc2026-PAN-6,Cambio de nombre,
PAN,Panama,7,MF,RODRIGUEZ Jose Luis,J.l. Rodríguez,Rodriguez Jose Luis,SI,José Luis,RODRÍGUEZ FRANCIS,J.L. RODRÍGUEZ,wc2026-PAN-7,Cambio de nombre,
PAN,Panama,8,MF,CARRASQUILLA Adalberto,Adalberto Carrasquilla,Carrasquilla Adalberto,SI,Adalberto Eliecer,CARRASQUILLA ALCAZAR,CARRASQUILLA,wc2026-PAN-8,Cambio de nombre,
PAN,Panama,9,FW,RODRIGUEZ Tomas,T. Rodríguez,Rodriguez Tomas,SI,Tomas Abdiel,RODRIGUEZ MENA,T. RODRÍGUEZ,wc2026-PAN-9,Cambio de nombre,
PAN,Panama,10,MF,DIAZ Ismael,Ismael Leon,Diaz Ismael,SI,Ismael,DÍAZ DE LEON,ISMAEL,wc2026-PAN-10,Cambio de nombre,
PAN,Panama,11,MF,BARCENAS Edgar Yoel,Édgar Bárcenas,Barcenas Edgar Yoel,SI,Édgar Yoel,BÁRCENAS HERRERA,BÁRCENAS,wc2026-PAN-11,Cambio de nombre,
PAN,Panama,12,GK,SAMUDIO Cesar,César Samudio,Samudio Cesar,SI,César Jair,SAMUDIO MURILLO,SAMUDIO,wc2026-PAN-12,Cambio de nombre,
PAN,Panama,13,DF,RAMOS Jiovany,Jiovany Ramos,Ramos Jiovany,SI,Jiovany Javier,RAMOS DIAZ,RAMOS,wc2026-PAN-13,Cambio de nombre,
PAN,Panama,14,DF,HARVEY Carlos,Carlos Harvey,Harvey Carlos,SI,Carlos Miguel,HARVEY CESNEROS,HARVEY,wc2026-PAN-14,Cambio de nombre,
PAN,Panama,15,DF,DAVIS Eric,Eric Davis,Davis Eric,SI,Eric Javier,DAVIS GRAJALES,DAVIS,wc2026-PAN-15,Cambio de nombre,
PAN,Panama,16,DF,ANDRADE Andres,Andres Andrade,Andrade Andres,SI,Andres Alberto,ANDRADE CEDENO,ANDRADE,wc2026-PAN-16,Cambio de nombre,
PAN,Panama,17,FW,FAJARDO Jose,José Fajardo,Fajardo Jose,SI,José,FAJARDO NELSON,FAJARDO,wc2026-PAN-17,Cambio de nombre,
PAN,Panama,18,FW,WATERMAN Cecilio,Cecilio Waterman,Waterman Cecilio,SI,Cecilio Alfonso,WATERMAN RUIZ,WATERMAN,wc2026-PAN-18,Cambio de nombre,
PAN,Panama,19,MF,QUINTERO Alberto,Alberto Quintero,Quintero Alberto,SI,Alberto Abdiel,QUINTERO MEDINA,QUINTERO,wc2026-PAN-19,Cambio de nombre,
PAN,Panama,20,MF,GODOY Anibal,Aníbal Godoy,Godoy Anibal,SI,Aníbal Casis,GODOY LEMUS,GODOY,wc2026-PAN-20,Cambio de nombre,
PAN,Panama,21,MF,YANIS Cesar,César Yanis,Yanis Cesar,SI,César Augusto,YANIS VELASCO,YANIS,wc2026-PAN-21,Cambio de nombre,
PAN,Panama,22,GK,MOSQUERA Orlando,Orlando Mosquera,Mosquera Orlando,SI,Orlando,MOSQUERA,MOSQUERA,wc2026-PAN-22,Cambio de nombre,
PAN,Panama,23,DF,MURILLO Amir,A. Murillo,Murillo Amir,SI,Michael Amir,MURILLO BERMUDEZ,A. MURILLO,wc2026-PAN-23,Cambio de nombre,
PAN,Panama,24,FW,LONDONO Azarias,Azarias Londoño,Londono Azarias,SI,Azarias Emmanuel,LONDOÑO GONZALEZ,LONDOÑO,wc2026-PAN-24,Cambio de nombre,
PAN,Panama,25,DF,MILLER Roderick,Roderick Miller,Miller Roderick,SI,Roderick Alonso,MILLER MOLINA,MILLER,wc2026-PAN-25,Cambio de nombre,
PAN,Panama,26,DF,GUTIERREZ Jorge,Jorge Gutiérrez,Gutierrez Jorge,SI,Jorge Abdiel,GUTIERREZ CORNEJO,GUTIÉRREZ,wc2026-PAN-26,Cambio de nombre,
PAR,Paraguay,1,GK,FERNANDEZ Gatito,Roberto Fernandez,Fernandez Gatito,SI,Roberto Junior,FERNANDEZ TORRES,FERNANDEZ,wc2026-PAR-1,Cambio de nombre,
PAR,Paraguay,2,DF,VELAZQUEZ Gustavo,Víctor Velazquez,Velazquez Gustavo,SI,Víctor Gustavo,VELÁZQUEZ RAMOS,VELAZQUEZ,wc2026-PAR-2,Cambio de nombre,
PAR,Paraguay,3,DF,ALDERETE Omar,Omar Alderete,Alderete Omar,SI,Omar Federico,ALDERETE FERNÁNDEZ,ALDERETE,wc2026-PAR-3,Cambio de nombre,
PAR,Paraguay,4,DF,CACERES Juan Jose,Juan Caceres,Caceres Juan Jose,SI,Juan Jose,CACERES,CACERES,wc2026-PAR-4,Cambio de nombre,
PAR,Paraguay,5,DF,BALBUENA Fabian,Fabián Balbuena,Balbuena Fabian,SI,Fabián Cornelio,BALBUENA GONZÁLEZ,BALBUENA,wc2026-PAR-5,Cambio de nombre,
PAR,Paraguay,6,DF,ALONSO Junior,Júnior Alonso,Alonso Junior,SI,Júnior Osmar Ignacio,ALONSO MUJICA,ALONSO,wc2026-PAR-6,Cambio de nombre,
PAR,Paraguay,7,MF,SOSA Ramon,Ramón Sosa,Sosa Ramon,SI,Ramón,SOSA ACOSTA,SOSA,wc2026-PAR-7,Cambio de nombre,
PAR,Paraguay,8,MF,GOMEZ Diego,D. Gomez,Gomez Diego,SI,Diego Alexander,GOMEZ AMARILLA,D. GOMEZ,wc2026-PAR-8,Cambio de nombre,
PAR,Paraguay,9,FW,SANABRIA Antonio,Arnaldo Sanabria,Sanabria Antonio,SI,Arnaldo Antonio,SANABRIA AYALA,SANABRIA,wc2026-PAR-9,Cambio de nombre,
PAR,Paraguay,10,MF,ALMIRON Miguel,M. Almiron,Almiron Miguel,SI,Miguel Angel,ALMIRÓN REJALA,M. ALMIRON,wc2026-PAR-10,Cambio de nombre,
PAR,Paraguay,11,MF,MAURICIO,Mauricio Prado,Mauricio,SI,Mauricio,MAGALHÃES PRADO,MAURICIO,wc2026-PAR-11,Cambio de nombre,
PAR,Paraguay,12,GK,GILL Orlando,O. Gill,Gill Orlando,SI,Orlando Daniel,GILL NOLDIN,O. GILL,wc2026-PAR-12,Cambio de nombre,
PAR,Paraguay,13,DF,CANALE Jose,Jose Canale,Canale Jose,SI,Jose Maria,CANALE DOMINGUEZ,CANALE,wc2026-PAR-13,Cambio de nombre,
PAR,Paraguay,14,MF,CUBAS Andres,Adrián Cubas,Cubas Andres,SI,Adrián Andrés,CUBAS,CUBAS,wc2026-PAR-14,Cambio de nombre,
PAR,Paraguay,15,DF,GOMEZ Gustavo,G. Gomez,Gomez Gustavo,SI,Gustavo Raul,GÓMEZ PORTILLO,G. GOMEZ,wc2026-PAR-15,Cambio de nombre,
PAR,Paraguay,16,MF,BOBADILLA Damian,Damián Bobadilla,Bobadilla Damian,SI,Damián Josue,BOBADILLA BENITEZ,BOBADILLA,wc2026-PAR-16,Cambio de nombre,
PAR,Paraguay,17,FW,ROMERO GAMARRA Alejandro,R. Gamarra,Romero Gamarra Alejandro,SI,Alejandro Sebastian,ROMERO GAMARRA,R. GAMARRA,wc2026-PAR-17,Cambio de nombre,
PAR,Paraguay,18,FW,ARCE Alex,Alex Arce,Arce Alex,SI,Alex Adrian,ARCE BARRIOS,ARCE,wc2026-PAR-18,Cambio de nombre,
PAR,Paraguay,19,FW,ENCISO Julio,Julio Enciso,Enciso Julio,SI,Julio Cesar,ENCISO ESPINOLA,ENCISO,wc2026-PAR-19,Cambio de nombre,
PAR,Paraguay,20,MF,OJEDA Braian,Braian Ojeda,Ojeda Braian,SI,Braian Oscar,OJEDA RODRIGUEZ,OJEDA,wc2026-PAR-20,Cambio de nombre,
PAR,Paraguay,21,FW,AVALOS Gabriel,Gabriel Avalos,Avalos Gabriel,SI,Gabriel,AVALOS STUMPFS,AVALOS,wc2026-PAR-21,Cambio de nombre,
PAR,Paraguay,22,GK,OLVEIRA Gaston,Gastón Olveira,Olveira Gaston,SI,Gastón Hernán,OLVEIRA ECHEVERRIA,OLVEIRA,wc2026-PAR-22,Cambio de nombre,
PAR,Paraguay,23,MF,GALARZA Matias,Matias Galarza,Galarza Matias,SI,Matias,GALARZA FONDA,GALARZA,wc2026-PAR-23,Cambio de nombre,
PAR,Paraguay,24,MF,CABALLERO Gustavo,Gustavo Caballero,Caballero Gustavo,SI,Gustavo Ruben,CABALLERO GONZALEZ,CABALLERO,wc2026-PAR-24,Cambio de nombre,
PAR,Paraguay,25,FW,PITTA Isidro,Isidro Pitta,Pitta Isidro,SI,Isidro Miguel,PITTA SALDIVAR,PITTA,wc2026-PAR-25,Cambio de nombre,
PAR,Paraguay,26,DF,MAIDANA Alexandro,Alexandro Maidana,Maidana Alexandro,SI,Alexandro,MAIDANA MENDIETA,MAIDANA,wc2026-PAR-26,Cambio de nombre,
POR,Portugal,1,GK,DIOGO COSTA,Diogo Costa,Diogo Costa,,Diogo,MEIRELES DA COSTA,DIOGO COSTA,wc2026-POR-1,,
POR,Portugal,2,DF,NELSON SEMEDO,N. Semedo,Nelson Semedo,SI,Nélson,CABRAL SEMEDO,N. SEMEDO,wc2026-POR-2,Cambio de nombre,
POR,Portugal,3,DF,RUBEN DIAS,Rúben Dias,Ruben Dias,SI,Rúben,DOS SANTOS GATO ALVES DIAS,RÚBEN DIAS,wc2026-POR-3,Cambio de nombre,
POR,Portugal,4,DF,TOMAS ARAUJO,Tomás A.,Tomas Araujo,SI,Tomás,LEMOS ARAÚJO,TOMÁS A.,wc2026-POR-4,Cambio de nombre,
POR,Portugal,5,DF,DIOGO DALOT,José Dalot,Diogo Dalot,SI,José Diogo,DALOT TEIXEIRA,DALOT,wc2026-POR-5,Cambio de nombre,
POR,Portugal,6,MF,MATHEUS NUNES,Matheus N.,Matheus Nunes,SI,Matheus Luiz,NUNES,MATHEUS N.,wc2026-POR-6,Cambio de nombre,
POR,Portugal,7,FW,CRISTIANO RONALDO,Cristiano Aveiro,Cristiano Ronaldo,SI,Cristiano Ronaldo,DOS SANTOS AVEIRO,RONALDO,wc2026-POR-7,Cambio de nombre,
POR,Portugal,8,MF,BRUNO FERNANDES,B. Fernandes,Bruno Fernandes,SI,Bruno Miguel,BORGES FERNANDES,B. FERNANDES,wc2026-POR-8,Cambio de nombre,
POR,Portugal,9,FW,GONCALO RAMOS,G. Ramos,Goncalo Ramos,SI,Gonçalo,MATIAS RAMOS,G. RAMOS,wc2026-POR-9,Cambio de nombre,
POR,Portugal,10,MF,BERNARDO SILVA,Bernardo Silva,Bernardo Silva,,Bernardo,MOTA VEIGA DE CARVALHO E SILVA,BERNARDO,wc2026-POR-10,,
POR,Portugal,11,FW,JOAO FELIX,João Félix,Joao Felix,SI,João,FÉLIX SEQUEIRA,JOÃO FÉLIX,wc2026-POR-11,Cambio de nombre,
POR,Portugal,12,GK,JOSE SA,José Sá,Jose Sa,SI,José Pedro,MALHEIRO DE SÁ,JOSÉ SÁ,wc2026-POR-12,Cambio de nombre,
POR,Portugal,13,DF,RENATO VEIGA,Renato Veiga,Renato Veiga,,Renato,DA PALMA VEIGA,RENATO VEIGA,wc2026-POR-13,,
POR,Portugal,14,DF,GONCALO INACIO,G. Inácio,Goncalo Inacio,SI,Gonçalo,BERNARDO INÁCIO,G. INÁCIO,wc2026-POR-14,Cambio de nombre,
POR,Portugal,15,MF,JOAO NEVES,João Neves,Joao Neves,SI,João Pedro,GONÇALVES NEVES,JOÃO NEVES,wc2026-POR-15,Cambio de nombre,
POR,Portugal,16,FW,FRANCISCO TRINCAO,Francisco Trincão,Francisco Trincao,SI,Francisco António,MACHADO MOTA DE CASTRO TRINCÃO,TRINCÃO,wc2026-POR-16,Cambio de nombre,
POR,Portugal,17,FW,RAFAEL LEAO,Rafa Leão,Rafael Leao,SI,Rafael Alexandre,DA CONCEIÇÃO LEÃO,RAFA LEÃO,wc2026-POR-17,Cambio de nombre,
POR,Portugal,18,FW,PEDRO NETO,Pedro Neto,Pedro Neto,,Pedro,LOMBA NETO,NETO,wc2026-POR-18,,
POR,Portugal,19,FW,GONCALO GUEDES,G. Guedes,Goncalo Guedes,SI,Gonçalo Manuel,GANCHINHO GUEDES,G. GUEDES,wc2026-POR-19,Cambio de nombre,
POR,Portugal,20,DF,JOAO CANCELO,João Cancelo,Joao Cancelo,SI,João Pedro,CAVACO CANCELO,JOÃO CANCELO,wc2026-POR-20,Cambio de nombre,
POR,Portugal,21,MF,RUBEN NEVES,R. Neves,Ruben Neves,SI,Rúben Diogo,DA SILVA NEVES,R. NEVES,wc2026-POR-21,Cambio de nombre,
POR,Portugal,22,GK,RUI SILVA,Rui Silva,Rui Silva,,Rui Tiago,DANTAS DA SILVA,RUI SILVA,wc2026-POR-22,,
POR,Portugal,23,MF,VITINHA,Vitor Vitinha,Vitinha,SI,Vitor,MACHADO FERREIRA,VITINHA,wc2026-POR-23,Cambio de nombre,
POR,Portugal,24,DF,SAMU COSTA,Samuel Samú,Samu Costa,SI,Samuel,DE ALMEIDA COSTA,SAMÚ,wc2026-POR-24,Cambio de nombre,
POR,Portugal,25,DF,NUNO MENDES,N. Mendes,Nuno Mendes,SI,Nuno Alexandre,TAVARES MENDES,N. MENDES,wc2026-POR-25,Cambio de nombre,
POR,Portugal,26,FW,FRANCISCO CONCEICAO,F. Conceição,Francisco Conceicao,SI,Francisco,FERNANDES DA CONCEIÇÃO,F. CONCEIÇÃO,wc2026-POR-26,Cambio de nombre,
QAT,Qatar,1,GK,MAHMOUD ABUNADA,Mahmoud Abunada,Mahmoud Abunada,,Mahmoud Ibrahim M,ABUNADA,ABUNADA,wc2026-QAT-1,,
QAT,Qatar,2,DF,PEDRO MIGUEL,Pedro Correia,Pedro Miguel,SI,Pedro Miguel D D,CORREIA,PEDRO,wc2026-QAT-2,Cambio de nombre,
QAT,Qatar,3,DF,LUCAS MENDES,Lucas L.mendes,Lucas Mendes,SI,Lucas Michel,MENDES,L.MENDES,wc2026-QAT-3,Cambio de nombre,
QAT,Qatar,4,DF,ISSA LAYE,Gueye Seydinaissalaye,Issa Laye,SI,Gueye,SEYDINAISSALAYE,GUEYE,wc2026-QAT-4,Cambio de nombre,
QAT,Qatar,5,DF,JASSEM GABER,Jassem Abdulsallam,Jassem Gaber,SI,Jassem Gaber E,ABDULSALLAM,JASSEM,wc2026-QAT-5,Cambio de nombre,
QAT,Qatar,6,MF,ABDULAZIZ HATEM,A. Aziz,Abdulaziz Hatem,SI,Abdelaziz Hatim A,MOHAMED,A. AZIZ,wc2026-QAT-6,Cambio de nombre,
QAT,Qatar,7,FW,AHMED ALAAELDIN,Ahmed Abdelmotaal,Ahmed Alaaeldin,SI,Ahmed Alaaeldin B M,ABDELMOTAAL,ALAAELDIN,wc2026-QAT-7,Cambio de nombre,
QAT,Qatar,8,FW,EDMILSON JUNIOR,Edmilson Jr.,Edmilson Junior,SI,Edmilson Junior P,DASILVA,EDMILSON JR.,wc2026-QAT-8,Cambio de nombre,
QAT,Qatar,9,FW,MOHAMMED MUNTARI,Mohammed Muntari,Mohammed Muntari,,Mohammed,MUNTARI,MUNTARI,wc2026-QAT-9,,
QAT,Qatar,10,FW,HASSAN ALHAYDOS,Hasan Alhaydos,Hassan Alhaydos,SI,Hasan Khalid H,ALHAYDOS,ALHAYDOS,wc2026-QAT-10,Cambio de nombre,
QAT,Qatar,11,FW,AKRAM AFIF,Akram Afif,Akram Afif,,Akram Hassan A Y,AFIF,AFIF,wc2026-QAT-11,,
QAT,Qatar,12,MF,KARIM BOUDIAF,Karim Boudiaf,Karim Boudiaf,,Karim,BOUDIAF,KARIM,wc2026-QAT-12,,
QAT,Qatar,13,DF,AYOUB ALOUI,Ayoub Aloui,Ayoub Aloui,,Ayoub Mohamed,ALOUI,AYOUB,wc2026-QAT-13,,
QAT,Qatar,14,DF,HOMAM AHMED,Homam Ahmed,Homam Ahmed,,Homam Elamin M,AHMED,HOMAM,wc2026-QAT-14,,
QAT,Qatar,15,FW,YUSUF ABDURISAG,Yusuf Yusuf,Yusuf Abdurisag,SI,Yusuf Abdurisag,YUSUF,YUSUF,wc2026-QAT-15,Cambio de nombre,
QAT,Qatar,16,DF,BOUALEM KHOUKHI,Boualem Khoukhi,Boualem Khoukhi,,Boualem,KHOUKHI,KHOUKHI,wc2026-QAT-16,,
QAT,Qatar,17,MF,AHMED ALGANEHI,A. Alganehi,Ahmed Alganehi,SI,Ahmed Mohamed H K,ALGANEHI,A. ALGANEHI,wc2026-QAT-17,Cambio de nombre,
QAT,Qatar,18,DF,SULTAN ALBRAKE,Sultan Al-brake,Sultan Albrake,SI,Sultan Hussain M H,AL-BRAKE,SULTAN,wc2026-QAT-18,Cambio de nombre,
QAT,Qatar,19,FW,ALMOEZ ALI,Almoez Abdulla,Almoez Ali,SI,Almoez Ali Zainelabdeen M,ABDULLA,ALMOEZ,wc2026-QAT-19,Cambio de nombre,
QAT,Qatar,20,MF,AHMED FATHY,A. Fathy,Ahmed Fathy,SI,Ahmed Fathy M,ABDOULLA,A. FATHY,wc2026-QAT-20,Cambio de nombre,
QAT,Qatar,21,GK,SALAH ZAKARIA,Salah Hassan,Salah Zakaria,SI,Salah Zakaria M M,HASSAN,SALAH,wc2026-QAT-21,Cambio de nombre,
QAT,Qatar,22,GK,MESHAAL BARSHAM,Meshaal Barsham,Meshaal Barsham,,Meshaal Aissa M,BARSHAM,BARSHAM,wc2026-QAT-22,,
QAT,Qatar,23,MF,ASSIM MADIBO,Assim Madibo,Assim Madibo,,Assim Omer A,MADIBO,MADIBO,wc2026-QAT-23,,
QAT,Qatar,24,FW,TAHSIN JAMSHID,Tahsin Jamshid,Tahsin Jamshid,,Tahsin Mohammad,JAMSHID,TAHSIN,wc2026-QAT-24,,
QAT,Qatar,25,DF,ALHASHMI ALHUSSEIN,Alhashmi Mohialdin,Alhashmi Alhussein,SI,Alhashmi Alhussein A,MOHIALDIN,ALHASHMI,wc2026-QAT-25,Cambio de nombre,
QAT,Qatar,26,FW,MOHAMED MANAI,Mohamed Manai,Mohamed Manai,,Mohamed Naceur,MANAI,MANAI,wc2026-QAT-26,,
KSA,Saudi Arabia,1,GK,NAWAF ALAQIDI,Nawaf Alaqidi,Nawaf Alaqidi,,Nawaf Dhahi F,ALAQIDI,ALAQIDI,wc2026-KSA-1,,
KSA,Saudi Arabia,2,DF,ALI MAJRASHI,Ali Majrashi,Ali Majrashi,,Ali Hassan M,MAJRASHI,MAJRASHI,wc2026-KSA-2,,
KSA,Saudi Arabia,3,DF,ALI LAJAMI,Ali Lajami,Ali Lajami,,Ali Mohammed A,LAJAMI,LAJAMI,wc2026-KSA-3,,
KSA,Saudi Arabia,4,DF,ABDULELAH ALAMRI,Abdulelah Alamri,Abdulelah Alamri,,Abdulelah Ali A,ALAMRI,ALAMRI,wc2026-KSA-4,,
KSA,Saudi Arabia,5,DF,HASSAN ALTAMBAKTI,Hassan Altambakti,Hassan Altambakti,,Hassan Mohammed O,ALTAMBAKTI,ALTAMBAKTI,wc2026-KSA-5,,
KSA,Saudi Arabia,6,MF,NASSER ALDAWSARI,Nasser Aldawsari,Nasser Aldawsari,,Nasser Essa S,ALDAWSARI,NASSER,wc2026-KSA-6,,
KSA,Saudi Arabia,7,MF,MUSAB ALJUWAYR,Musab Aljuwayr,Musab Aljuwayr,,Musab Fahad Z,ALJUWAYR,MUSAB,wc2026-KSA-7,,
KSA,Saudi Arabia,8,FW,AIMAN YAHYA,Aiman Ahmed,Aiman Yahya,SI,Aiman Yahya Y,AHMED,AIMAN,wc2026-KSA-8,Cambio de nombre,
KSA,Saudi Arabia,9,FW,FERAS ALBRIKAN,Feras Albrikan,Feras Albrikan,,Feras Tariq N,ALBRIKAN,FERAS,wc2026-KSA-9,,
KSA,Saudi Arabia,10,FW,SALEM ALDAWSARI,Salem Aldawsari,Salem Aldawsari,,Salem Mohammed S,ALDAWSARI,SALEM,wc2026-KSA-10,,
KSA,Saudi Arabia,11,FW,SALEH ALSHEHRI,Saleh Alshehri,Saleh Alshehri,,Saleh Khalid M,ALSHEHRI,ALSHEHRI,wc2026-KSA-11,,
KSA,Saudi Arabia,12,DF,SAUD ABDULHAMID,Saud Abdulhamid,Saud Abdulhamid,,Saud Abdullah S,ABDULHAMID,SAUD,wc2026-KSA-12,,
KSA,Saudi Arabia,13,DF,NAWAF BU WASHL,Nawaf Washl,Nawaf Bu Washl,SI,Nawaf Meshari M,BU WASHL,NAWAF,wc2026-KSA-13,Cambio de nombre,
KSA,Saudi Arabia,14,DF,HASSAN KADISH,Hassan Mahbub,Hassan Kadish,SI,Hassan Kadish Y,MAHBUB,KADISH,wc2026-KSA-14,Cambio de nombre,
KSA,Saudi Arabia,15,MF,ABDULLAH ALKHAIBARI,Abdullah Alkhaibari,Abdullah Alkhaibari,,Abdullah Mohammed H,ALKHAIBARI,ALKHAIBARI,wc2026-KSA-15,,
KSA,Saudi Arabia,16,MF,ZIYAD ALJOHANI,Ziyad Aljohani,Ziyad Aljohani,,Ziyad Mubarak E,ALJOHANI,ZIYAD,wc2026-KSA-16,,
KSA,Saudi Arabia,17,FW,KHALID ALGHANNAM,Khalid Alghannam,Khalid Alghannam,,Khalid Essa M,ALGHANNAM,KHALID,wc2026-KSA-17,,
KSA,Saudi Arabia,18,MF,ALA ALHAJJI,Ala Alhajji,Ala Alhajji,,Ala Mohsen A,ALHAJJI,ALHAJJI,wc2026-KSA-18,,
KSA,Saudi Arabia,19,FW,ABDULLAH ALHAMDDAN,Abdullah Alhamddan,Abdullah Alhamddan,,Abdullah Abdulrahman A,ALHAMDDAN,ALHAMDDAN,wc2026-KSA-19,,
KSA,Saudi Arabia,20,FW,SULTAN MANDASH,Sultan Mandash,Sultan Mandash,,Sultan Ahmed M,MANDASH,MANDASH,wc2026-KSA-20,,
KSA,Saudi Arabia,21,GK,MOHAMMED ALOWAIS,Mohammed Alowais,Mohammed Alowais,,Mohammed Khalil I,ALOWAIS,ALOWAIS,wc2026-KSA-21,,
KSA,Saudi Arabia,22,GK,AHMED ALKASSAR,Ahmed Alkassar,Ahmed Alkassar,,Ahmed Ali H,ALKASSAR,ALKASSAR,wc2026-KSA-22,,
KSA,Saudi Arabia,23,MF,MOHAMED KANNO,Mohamed Kanno,Mohamed Kanno,,Mohamed Ibrahim A,KANNO,KANNO,wc2026-KSA-23,,
KSA,Saudi Arabia,24,DF,MOTEB ALHARBI,Moteb Alharbi,Moteb Alharbi,,Moteb Saad S,ALHARBI,MOTEB,wc2026-KSA-24,,
KSA,Saudi Arabia,25,DF,JEHAD THIKRI,Jehad Thikri,Jehad Thikri,,Jehad Abdullatif A,THIKRI,JEHAD,wc2026-KSA-25,,
KSA,Saudi Arabia,26,DF,MOHAMMED ABU ALSHAMAT,Mohammed Alshamat,Mohammed Abu Alshamat,SI,Mohammed Waheeb S,ABU ALSHAMAT,MOHAMMED,wc2026-KSA-26,Cambio de nombre,
SCO,Scotland,1,GK,GUNN Angus,Angus Gunn,Gunn Angus,SI,Angus Fraser James,GUNN,GUNN,wc2026-SCO-1,Cambio de nombre,
SCO,Scotland,2,DF,HICKEY Aaron,Aaron Hickey,Hickey Aaron,SI,Aaron Buchanan,HICKEY,HICKEY,wc2026-SCO-2,Cambio de nombre,
SCO,Scotland,3,DF,ROBERTSON Andy,Andrew Robertson,Robertson Andy,SI,Andrew Henry,ROBERTSON,ROBERTSON,wc2026-SCO-3,Cambio de nombre,
SCO,Scotland,4,MF,McTOMINAY Scott,Scott Mctominay,Mctominay Scott,SI,Scott Francis,MCTOMINAY,MCTOMINAY,wc2026-SCO-4,Cambio de nombre,
SCO,Scotland,5,DF,HANLEY Grant,Grant Hanley,Hanley Grant,SI,Grant Campbell,HANLEY,HANLEY,wc2026-SCO-5,Cambio de nombre,
SCO,Scotland,6,DF,TIERNEY Kieran,Kieran Tierney,Tierney Kieran,SI,Kieran,TIERNEY,TIERNEY,wc2026-SCO-6,Cambio de nombre,
SCO,Scotland,7,MF,McGINN John,John Mcginn,Mcginn John,SI,John,MCGINN,MCGINN,wc2026-SCO-7,Cambio de nombre,
