Team,País,#,POS,Player name (MD),Nombre ANTERIOR,Nombre NUEVO,Cambió?,First name(s),Last name(s),Name on shirt,externalRef,Observación,Nombre corregido sugerido
GER,Germany,17,MF,WIRTZ Florian,Florian Wirtz,Wirtz Florian,SI,Florian Richard,WIRTZ,WIRTZ,wc2026-GER-17,Cambio de nombre,
GER,Germany,18,DF,BROWN Nathaniel,Nathaniel Brown,Brown Nathaniel,SI,Nathaniel Christopher,BROWN,BROWN,wc2026-GER-18,Cambio de nombre,
GER,Germany,19,MF,SANE Leroy,Leroy Sané,Sane Leroy,SI,Leroy Aziz,SANÉ,SANÉ,wc2026-GER-19,Cambio de nombre,
GER,Germany,20,MF,AMIRI Nadiem,Nadiem Amiri,Amiri Nadiem,SI,Nadiem,AMIRI,AMIRI,wc2026-GER-20,Cambio de nombre,
GER,Germany,21,GK,NUEBEL Alexander,Alexander Nübel,Nuebel Alexander,SI,Alexander,NÜBEL,NÜBEL,wc2026-GER-21,Cambio de nombre,
GER,Germany,22,DF,RAUM David,David Raum,Raum David,SI,David,RAUM,RAUM,wc2026-GER-22,Cambio de nombre,
GER,Germany,23,MF,NMECHA Felix,Felix Nmecha,Nmecha Felix,SI,Felix Kalu,NMECHA,NMECHA,wc2026-GER-23,Cambio de nombre,
GER,Germany,24,DF,THIAW Malick,Malick Thiaw,Thiaw Malick,SI,Malick,THIAW,THIAW,wc2026-GER-24,Cambio de nombre,
GER,Germany,25,MF,KARL Lennart,Lennart Karl,Karl Lennart,SI,Lennart,KARL,KARL,wc2026-GER-25,Cambio de nombre,
GER,Germany,26,FW,UNDAV Deniz,Deniz Undav,Undav Deniz,SI,Deniz,UNDAV,UNDAV,wc2026-GER-26,Cambio de nombre,
GHA,Ghana,1,GK,ZIGI Lawrence Ati,Lawrence Zigi,Zigi Lawrence Ati,SI,Lawrence Ati,ZIGI,ZIGI,wc2026-GHA-1,Cambio de nombre,
GHA,Ghana,2,DF,SEIDU Alidu,Alidu Seidu,Seidu Alidu,SI,Alidu,SEIDU,SEIDU,wc2026-GHA-2,Cambio de nombre,
GHA,Ghana,3,MF,YIRENKYI Caleb,Caleb Yirenkyi,Yirenkyi Caleb,SI,Caleb Marfo,YIRENKYI,CALEB,wc2026-GHA-3,Cambio de nombre,
GHA,Ghana,4,DF,ADJETEY Jonas,Jonas Adjetey,Adjetey Jonas,SI,Jonas Adjei,ADJETEY,ADJETEY,wc2026-GHA-4,Cambio de nombre,
GHA,Ghana,5,MF,PARTEY Thomas,Thomas Partey,Partey Thomas,SI,Thomas Teye,PARTEY,THOMAS,wc2026-GHA-5,Cambio de nombre,
GHA,Ghana,6,DF,MUMIN Abdul,Abdul Suleman,Mumin Abdul,SI,Abdul Mumin,SULEMAN,SULEMAN,wc2026-GHA-6,Cambio de nombre,
GHA,Ghana,7,FW,ISSAHAKU Fatawu,Abdul Issahaku,Issahaku Fatawu,SI,Abdul Fatawu,ISSAHAKU,FATAWU,wc2026-GHA-7,Cambio de nombre,
GHA,Ghana,8,MF,SIBO Kwasi,Kwasi Sibo,Sibo Kwasi,SI,Kwasi,SIBO,SIBO,wc2026-GHA-8,Cambio de nombre,
GHA,Ghana,9,FW,AYEW Jordan,Jordan Ayew,Ayew Jordan,SI,Jordan Pierre,AYEW,AYEW,wc2026-GHA-9,Cambio de nombre,
GHA,Ghana,10,FW,THOMAS-ASANTE Brandon,Solomon Asante,Thomas-asante Brandon,SI,Solomon Brandon Michael Clarke,THOMAS-ASANTE,ASANTE,wc2026-GHA-10,Cambio de nombre,
GHA,Ghana,11,MF,SEMENYO Antoine,Antoine Semenyo,Semenyo Antoine,SI,Antoine Serlom,SEMENYO,SEMENYO,wc2026-GHA-11,Cambio de nombre,
GHA,Ghana,12,GK,ANANG Joseph,Joseph Anang,Anang Joseph,SI,Joseph Tetteh,ANANG,ANANG,wc2026-GHA-12,Cambio de nombre,
GHA,Ghana,13,FW,BAAH Christopher Bonsu,Christopher Baah,Baah Christopher Bonsu,SI,Christopher Bonsu,BAAH,BAAH,wc2026-GHA-13,Cambio de nombre,
GHA,Ghana,14,DF,MENSAH Gideon,Gideon Mensah,Mensah Gideon,SI,Gideon,MENSAH,MENSAH,wc2026-GHA-14,Cambio de nombre,
GHA,Ghana,15,MF,OWUSU Elisha,Elisha Owusu,Owusu Elisha,SI,Elisha,OWUSU,OWUSU,wc2026-GHA-15,Cambio de nombre,
GHA,Ghana,16,GK,ASARE Benjamin,Benjamin Asare,Asare Benjamin,SI,Benjamin,ASARE,ASARE,wc2026-GHA-16,Cambio de nombre,
GHA,Ghana,17,DF,RAHMAN Baba,Abdul Baba,Rahman Baba,SI,Abdul Rahaman,BABA,BABA,wc2026-GHA-17,Cambio de nombre,
GHA,Ghana,18,DF,OPOKU Jerome,Jerome Opoku,Opoku Jerome,SI,Jerome,OPOKU,OPOKU,wc2026-GHA-18,Cambio de nombre,
GHA,Ghana,19,FW,WILLIAMS Inaki,Inaki Williams,Williams Inaki,SI,Inaki,WILLIAMS ARTHUER,WILLIAMS,wc2026-GHA-19,Cambio de nombre,
GHA,Ghana,20,MF,BOAKYE Augustine,Augustine Boakye,Boakye Augustine,SI,Augustine,BOAKYE,BOAKYE,wc2026-GHA-20,Cambio de nombre,
GHA,Ghana,21,DF,OPPONG Kojo Peprah,Kojo Oppong,Oppong Kojo Peprah,SI,Kojo Peprah,OPPONG,PEPRAH,wc2026-GHA-21,Cambio de nombre,
GHA,Ghana,22,FW,SULEMANA Kamaldeen,Kamal Kamaldeen,Sulemana Kamaldeen,SI,Kamal Deen,SULEMANA,KAMALDEEN,wc2026-GHA-22,Cambio de nombre,
GHA,Ghana,23,DF,LUCKASSEN Derrick,Derrick Luckassen,Luckassen Derrick,SI,Derrick,LUCKASSEN,LUCKASSEN,wc2026-GHA-23,Cambio de nombre,
GHA,Ghana,24,FW,NUAMAH Ernest,Ernest Appiah,Nuamah Ernest,SI,Ernest Nuamah,APPIAH,NUAMAH,wc2026-GHA-24,Cambio de nombre,
GHA,Ghana,25,FW,ADU Prince,Prince Adu,Adu Prince,SI,Prince Kwabena,ADU,ADU,wc2026-GHA-25,Cambio de nombre,
GHA,Ghana,26,DF,SENAYA Marvin,Marvin Seneya,Senaya Marvin,SI,Marvin Elom,SENAYA,SENEYA,wc2026-GHA-26,Cambio de nombre,
HAI,Haiti,1,GK,PLACIDE Johny,Johny Placide,Placide Johny,SI,Johny,PLACIDE,PLACIDE,wc2026-HAI-1,Cambio de nombre,
HAI,Haiti,2,DF,ARCUS Carlens,Carlens Arcus,Arcus Carlens,SI,Carlens Jean Fedlaire Ruby,ARCUS,ARCUS,wc2026-HAI-2,Cambio de nombre,
HAI,Haiti,3,DF,THERMONCY Keeto,Keeto Thermoncy,Thermoncy Keeto,SI,Keeto,THERMONCY,THERMONCY,wc2026-HAI-3,Cambio de nombre,
HAI,Haiti,4,DF,ADE Ricardo,Ricardo Ade,Ade Ricardo,SI,Ricardo,ADE,ADE,wc2026-HAI-4,Cambio de nombre,
HAI,Haiti,5,DF,DELCROIX Hannes,Hannes Delcroix,Delcroix Hannes,SI,Hannes Piterson D,DELCROIX,DELCROIX,wc2026-HAI-5,Cambio de nombre,
HAI,Haiti,6,MF,SAINTE Carl,Carl Sainte,Sainte Carl,SI,Carl Fred,SAINTE,SAINTE,wc2026-HAI-6,Cambio de nombre,
HAI,Haiti,7,FW,ETIENNE Derrick,Etienne Jr,Etienne Derrick,SI,Derrick Burckley,ETIENNE JR,ETIENNE JR,wc2026-HAI-7,Cambio de nombre,
HAI,Haiti,8,DF,EXPERIENCE Martin,Martin Experience,Experience Martin,SI,Martin Yves Roberns Didier,EXPERIENCE,EXPERIENCE,wc2026-HAI-8,Cambio de nombre,
HAI,Haiti,9,FW,NAZON Duckens,Duckens Nazon,Nazon Duckens,SI,Duckens,NAZON,NAZON,wc2026-HAI-9,Cambio de nombre,
HAI,Haiti,10,MF,BELLEGARDE Jean-Ricner,Jean Bellegarde,Bellegarde Jean-ricner,SI,Jean Ricner,BELLEGARDE,BELLEGARDE,wc2026-HAI-10,Cambio de nombre,
HAI,Haiti,11,FW,DEEDSON Louicius,Don Deedson,Deedson Louicius,SI,Don Louicius,DEEDSON,DEEDSON,wc2026-HAI-11,Cambio de nombre,
HAI,Haiti,12,GK,PIERRE Alexandre,A. Pierre,Pierre Alexandre,SI,Alexandre Jr,PIERRE,A. PIERRE,wc2026-HAI-12,Cambio de nombre,
HAI,Haiti,13,DF,LACROIX Markhus,Markhus Lacroix,Lacroix Markhus,SI,Markhus,LACROIX,LACROIX,wc2026-HAI-13,Cambio de nombre,
HAI,Haiti,14,MF,PIERRE Leverton,L. Pierre,Pierre Leverton,SI,Leverton,PIERRE,L. PIERRE,wc2026-HAI-14,Cambio de nombre,
HAI,Haiti,15,FW,PROVIDENCE Ruben,Ruben Providence,Providence Ruben,SI,Ruben Fritzner,PROVIDENCE,PROVIDENCE,wc2026-HAI-15,Cambio de nombre,
HAI,Haiti,16,FW,JOSEPH Lenny,Lenny Joseph,Joseph Lenny,SI,Lenny Alvin Pico,JOSEPH,JOSEPH,wc2026-HAI-16,Cambio de nombre,
HAI,Haiti,17,MF,JEAN JACQUES Danley,Jean Jacques,Jean Jacques Danley,SI,Danley,JEAN JACQUES,JEAN JACQUES,wc2026-HAI-17,Cambio de nombre,
HAI,Haiti,18,FW,ISIDOR Wilson,Wilson Isidor,Isidor Wilson,SI,Wilson,ISIDOR,ISIDOR,wc2026-HAI-18,Cambio de nombre,
HAI,Haiti,19,FW,FORTUNE Yassin,Yassin Fortune,Fortune Yassin,SI,Yassin Enzo,FORTUNE,FORTUNE,wc2026-HAI-19,Cambio de nombre,
HAI,Haiti,20,FW,PIERROT Frantzdy,Frantzdy Pierrot,Pierrot Frantzdy,SI,Frantzdy,PIERROT,PIERROT,wc2026-HAI-20,Cambio de nombre,
HAI,Haiti,21,FW,CASIMIR Josue,Josue Casimir,Casimir Josue,SI,Josue Jeremie,CASIMIR,CASIMIR,wc2026-HAI-21,Cambio de nombre,
HAI,Haiti,22,DF,DUVERNE Jean-Kevin,Jean-kévin Duverne,Duverne Jean-kevin,SI,Jean-Kévin,DUVERNE,DUVERNE,wc2026-HAI-22,Cambio de nombre,
HAI,Haiti,23,GK,DUVERGER Josue,Josue Duverger,Duverger Josue,SI,Josue,DUVERGER,DUVERGER,wc2026-HAI-23,Cambio de nombre,
HAI,Haiti,24,DF,PAUGAIN Wilguens,Wilguens Paugin,Paugain Wilguens,SI,Wilguens Raphael Polynice,PAUGAIN,PAUGIN,wc2026-HAI-24,Cambio de nombre,
HAI,Haiti,25,MF,SIMON Dominique,Dominique Simon,Simon Dominique,SI,Dominique Celidor,SIMON,SIMON,wc2026-HAI-25,Cambio de nombre,
HAI,Haiti,26,MF,PIERRE Woodensky,W. Pierre,Pierre Woodensky,SI,Olivier Woodensky,PIERRE,W. PIERRE,wc2026-HAI-26,Cambio de nombre,
IRN,Iran,1,GK,BEIRANVAND Alireza,Ali Beiranvand,Beiranvand Alireza,SI,Ali Reza,SAFARBEIRANVAND,BEIRANVAND,wc2026-IRN-1,Cambio de nombre,
IRN,Iran,2,DF,HARDANI Saleh,Saleh Kherad,Hardani Saleh,SI,Saleh,HARDANI KHERAD,SALEH,wc2026-IRN-2,Cambio de nombre,
IRN,Iran,3,DF,HAJISAFI Ehsan,E. Hajisafi,Hajisafi Ehsan,SI,Ehsan,HAJI SAFI,E. HAJISAFI,wc2026-IRN-3,Cambio de nombre,
IRN,Iran,4,DF,KHALILZADEH Shoja,Shojae Shoja,Khalilzadeh Shoja,SI,Shojae,KHALILZADEH,SHOJA,wc2026-IRN-4,Cambio de nombre,
IRN,Iran,5,DF,MOHAMMADI Milad,M. Mohammadi,Mohammadi Milad,SI,Milad,MOHAMMADIKESHMARZI,M. MOHAMMADI,wc2026-IRN-5,Cambio de nombre,
IRN,Iran,6,MF,EZATOLAHI Saeid,S. Ezatolahi,Ezatolahi Saeid,SI,Saeid,EZATOLAHI AFAGH,S. EZATOLAHI,wc2026-IRN-6,Cambio de nombre,
IRN,Iran,7,MF,JAHANBAKHSH Alireza,A. Jahanbakhsh,Jahanbakhsh Alireza,SI,Alireza,JAHANBAKHSH JIRANDEH,A. JAHANBAKHSH,wc2026-IRN-7,Cambio de nombre,
IRN,Iran,8,MF,MOHEBBI Mohammad,M. Mohebbi,Mohebbi Mohammad,SI,Mohammad,MOHEBBI,M. MOHEBBI,wc2026-IRN-8,Cambio de nombre,
IRN,Iran,9,FW,TAREMI Mehdi,Mehdi Taremi,Taremi Mehdi,SI,Mehdi,TAREMI,TAREMI,wc2026-IRN-9,Cambio de nombre,
IRN,Iran,10,FW,GHAYEDI Mehdi,Mehdi Ghayedi,Ghayedi Mehdi,SI,Mehdi,GHAYEDI,MEHDI GHAYEDI,wc2026-IRN-10,Cambio de nombre,
IRN,Iran,11,FW,ALIPOUR Ali,A. Alipour,Alipour Ali,SI,Ali,ALIPOURGHARA,A. ALIPOUR,wc2026-IRN-11,Cambio de nombre,
IRN,Iran,12,GK,NIAZMAND Payam,Seyedpayam Payam,Niazmand Payam,SI,Seyedpayam,NIAZMAND,PAYAM,wc2026-IRN-12,Cambio de nombre,
IRN,Iran,13,DF,KANANI Hossein,Mohammadhossein Kanani,Kanani Hossein,SI,Mohammadhossein,KANANI ZADEGAN,KANANI,wc2026-IRN-13,Cambio de nombre,
IRN,Iran,14,MF,GHODDOS Saman,Seyed Ghoddos,Ghoddos Saman,SI,Seyed Saman,GHODDOOS,GHODDOS,wc2026-IRN-14,Cambio de nombre,
IRN,Iran,15,MF,CHESHMI Roozbeh,Roozbeh Cheshmi,Cheshmi Roozbeh,SI,Roozbeh,CHESHMI,ROOZBEH,wc2026-IRN-15,Cambio de nombre,
IRN,Iran,16,MF,TORABI Mehdi,M. Torabi,Torabi Mehdi,SI,Mahdi,TORABI,M. TORABI,wc2026-IRN-16,Cambio de nombre,
IRN,Iran,17,DF,YOUSEFI Arya,Arya Yousefi,Yousefi Arya,SI,Arya,YOUSEFI,ARYA,wc2026-IRN-17,Cambio de nombre,
IRN,Iran,18,FW,HOSSEINZADEH Amirhossein,Amirhossein Hosseinzadehtazehgheshlagh,Hosseinzadeh Amirhossein,SI,Amirhossein,HOSSEINZADEHTAZEHGHESHLAGH,AMIRHOSSEIN,wc2026-IRN-18,Cambio de nombre,
IRN,Iran,19,DF,NEMATI Ali,Ali Nemati,Nemati Ali,SI,Ali,NEMATI,ALI,wc2026-IRN-19,Cambio de nombre,
IRN,Iran,20,FW,MOGHANLOO Shahriyar,Shahriyar Moghanloo,Moghanloo Shahriyar,SI,Shahriyar,MOGHANLOO,SHAHRIYAR,wc2026-IRN-20,Cambio de nombre,
IRN,Iran,21,MF,GHORBANI Mohammad,Mohammad Ghorbani,Ghorbani Mohammad,SI,Mohammad,GHORBANI,MOHAMMAD,wc2026-IRN-21,Cambio de nombre,
IRN,Iran,22,GK,HOSSEINI Hossein,Seyedhossein Hosseini,Hosseini Hossein,SI,Seyedhossein,HOSSEINI,HOSSEINI,wc2026-IRN-22,Cambio de nombre,
IRN,Iran,23,DF,REZAEIAN Ramin,Ramin Rezaeiansemeskandi,Rezaeian Ramin,SI,Ramin,REZAEIANSEMESKANDI,RAMIN,wc2026-IRN-23,Cambio de nombre,
IRN,Iran,24,FW,DARGAHI Dennis,Dennis Dargahi,Dargahi Dennis,SI,Dennis,DARGAHI,DARGAHI,wc2026-IRN-24,Cambio de nombre,
IRN,Iran,25,DF,IRI Danial,Danial Iri,Iri Danial,SI,Danial,IRI,DANIAL,wc2026-IRN-25,Cambio de nombre,
IRN,Iran,26,MF,RAZAGHINIA Amirmohammad,Amirmohammad Razagh,Razaghinia Amirmohammad,SI,Amirmohammad,RAZAGHINIA,RAZAGH,wc2026-IRN-26,Cambio de nombre,
IRQ,Iraq,1,GK,FAHAD TALIB,Fahad Raheem,Fahad Talib,SI,Fahad Talib Raheem,RAHEEM,FAHAD,wc2026-IRQ-1,Cambio de nombre,
IRQ,Iraq,2,DF,REBIN GHAREEB,Rebin Adhamat,Rebin Ghareeb,SI,Rebin Ghareeb Solaka,ADHAMAT,REBIN,wc2026-IRQ-2,Cambio de nombre,
IRQ,Iraq,3,DF,HUSSEIN ALI,Hussein Ali,Hussein Ali,,Hussein Haydar Hussein,ALI,HUSSEIN,wc2026-IRQ-3,,
IRQ,Iraq,4,DF,ZAID TAHSEEN,Zaid T.,Zaid Tahseen,SI,Zaid Tahseen Abd Zaid,HANTOOSH,ZAID T.,wc2026-IRQ-4,Cambio de nombre,
IRQ,Iraq,5,DF,AKAM HASHIM,Akam Rahman,Akam Hashim,SI,Akam Hashim Rahman,RAHMAN,AKAM,wc2026-IRQ-5,Cambio de nombre,
IRQ,Iraq,6,DF,MUNAF YOUNUS,Munaf Al-tekreeti,Munaf Younus,SI,Munaf Younus Hashim,AL-TEKREETI,MUNAF,wc2026-IRQ-6,Cambio de nombre,
IRQ,Iraq,7,MF,YOUSSEF AMYN,Youssef Amyn,Youssef Amyn,,Youssef Wali Faeq,AMYN,YOUSSEF,wc2026-IRQ-7,,
IRQ,Iraq,8,MF,IBRAHIM BAYESH,Ibrahim Al-kaabawi,Ibrahim Bayesh,SI,Ibrahim Bayesh Kamil,AL-KAABAWI,IBRAHIM,wc2026-IRQ-8,Cambio de nombre,
IRQ,Iraq,9,FW,ALI ALHAMADI,Ali Al-hamadi,Ali Alhamadi,SI,Ali Ibrahim Karim,ALZUBAIDI,AL-HAMADI,wc2026-IRQ-9,Cambio de nombre,
IRQ,Iraq,10,FW,MOHANAD ALI,Mohanad Al-shammari,Mohanad Ali,SI,Mohanad Ali Kadhim,AL-SHAMMARI,MOHANAD,wc2026-IRQ-10,Cambio de nombre,
IRQ,Iraq,11,FW,AHMED QASIM,Ahmed Q.,Ahmed Qasim,SI,Ahmed Ihab Ahmed,AHMED,AHMED Q.,wc2026-IRQ-11,Cambio de nombre,
IRQ,Iraq,12,GK,JALAL HASSAN,Jalal Hachim,Jalal Hassan,SI,Jalal Hasan Hachim,HACHIM,JALAL,wc2026-IRQ-12,Cambio de nombre,
IRQ,Iraq,13,FW,ALI YOUSIF,Ali Y.,Ali Yousif,SI,Ali Yousif Hashim,NAJATEE,ALI Y.,wc2026-IRQ-13,Cambio de nombre,
IRQ,Iraq,14,MF,ZIDANE IQBAL,Zidane Z.iqbal,Zidane Iqbal,SI,Zidane Aamar Iqbal,IQBAL,Z.IQBAL,wc2026-IRQ-14,Cambio de nombre,
IRQ,Iraq,15,DF,AHMED YAHYA,Ahmed Al-hajjaj,Ahmed Yahya,SI,Ahmed Yahya Mhmood,AL-HAJJAJ,AHMED,wc2026-IRQ-15,Cambio de nombre,
IRQ,Iraq,16,MF,AMIR ALAMMARI,Amir Al-ammari,Amir Alammari,SI,Amir Fouad Aboud,AL-AMMARI,AL-AMMARI,wc2026-IRQ-16,Cambio de nombre,
IRQ,Iraq,17,FW,ALI JASIM,Ali J.,Ali Jasim,SI,Ali Jasim Elaibi,AL-TAMEEMI,ALI J.,wc2026-IRQ-17,Cambio de nombre,
IRQ,Iraq,18,FW,AYMEN HUSSEIN,Aymen Ghadhban,Aymen Hussein,SI,Aymen Hussein Ghadhban,GHADHBAN,AYMEN,wc2026-IRQ-18,Cambio de nombre,
IRQ,Iraq,19,MF,KEVIN YAKOB,K. Yakob,Kevin Yakob,SI,Kevin Enkido Yakob William,WILLIAM,K. YAKOB,wc2026-IRQ-19,Cambio de nombre,
IRQ,Iraq,20,MF,AIMAR SHER,Aimar Sher,Aimar Sher,,Aimar Hazar Anwar,SHER,AIMAR,wc2026-IRQ-20,,
IRQ,Iraq,21,FW,MARKO FARJI,Marko Hussein,Marko Farji,SI,Marko Jabbar Hussein,HUSSEIN,MARKO,wc2026-IRQ-21,Cambio de nombre,
IRQ,Iraq,22,GK,AHMED BASIL,Ahmed B.,Ahmed Basil,SI,Ahmed Basil Fadhil,AL-FADHLI,AHMED B.,wc2026-IRQ-22,Cambio de nombre,
IRQ,Iraq,23,DF,MERCHAS DOSKI,Merchas Doski,Merchas Doski,,Merchas Ghazi Salih,SALIH,DOSKI,wc2026-IRQ-23,,
IRQ,Iraq,24,MF,ZAID ISMAEL,Zaid I.,Zaid Ismael,SI,Zaid Ismael Khaleel,AL-DULAIMI,ZAID I.,wc2026-IRQ-24,Cambio de nombre,
IRQ,Iraq,25,DF,MUSTAFA SAADOON,Mustafa Korji,Mustafa Saadoon,SI,Mustafa Saadoon Abbood,AL KORJI,MUSTAFA,wc2026-IRQ-25,Cambio de nombre,
IRQ,Iraq,26,DF,FRANS PUTROS,Frans Haddad,Frans Putros,SI,Frans Dhia Jirjis,HADDAD,FRANS,wc2026-IRQ-26,Cambio de nombre,
JPN,Japan,1,GK,SUZUKI Zion,Zion Suzuki,Suzuki Zion,SI,Zion,SUZUKI,SUZUKI,wc2026-JPN-1,Cambio de nombre,
JPN,Japan,2,DF,SUGAWARA Yukinari,Yukinari Sugawara,Sugawara Yukinari,SI,Yukinari,SUGAWARA,SUGAWARA,wc2026-JPN-2,Cambio de nombre,
JPN,Japan,3,DF,TANIGUCHI Shogo,Shogo Taniguchi,Taniguchi Shogo,SI,Shogo,TANIGUCHI,TANIGUCHI,wc2026-JPN-3,Cambio de nombre,
JPN,Japan,4,DF,ITAKURA Kou,Kou Itakura,Itakura Kou,SI,Kou,ITAKURA,ITAKURA,wc2026-JPN-4,Cambio de nombre,
JPN,Japan,5,DF,NAGATOMO Yuto,Yuto Nagatomo,Nagatomo Yuto,SI,Yuto,NAGATOMO,NAGATOMO,wc2026-JPN-5,Cambio de nombre,
JPN,Japan,6,MF,ENDO Wataru,Wataru Endo,Endo Wataru,SI,Wataru,ENDO,ENDO,wc2026-JPN-6,Cambio de nombre,
JPN,Japan,7,MF,TANAKA Ao,Ao Tanaka,Tanaka Ao,SI,Ao,TANAKA,TANAKA,wc2026-JPN-7,Cambio de nombre,
JPN,Japan,8,MF,KUBO Takefusa,Takefusa Kubo,Kubo Takefusa,SI,Takefusa,KUBO,KUBO,wc2026-JPN-8,Cambio de nombre,
JPN,Japan,9,FW,GOTO Keisuke,Keisuke Goto,Goto Keisuke,SI,Keisuke,GOTO,GOTO,wc2026-JPN-9,Cambio de nombre,
JPN,Japan,10,MF,DOAN Ritsu,Ritsu Doan,Doan Ritsu,SI,Ritsu,DOAN,DOAN,wc2026-JPN-10,Cambio de nombre,
JPN,Japan,11,MF,MAEDA Daizen,Daizen Maeda,Maeda Daizen,SI,Daizen,MAEDA,DAIZEN,wc2026-JPN-11,Cambio de nombre,
JPN,Japan,12,GK,OSAKO Keisuke,Keisuke Osako,Osako Keisuke,SI,Keisuke,OSAKO,OSAKO,wc2026-JPN-12,Cambio de nombre,
JPN,Japan,13,MF,NAKAMURA Keito,Keito Nakamura,Nakamura Keito,SI,Keito,NAKAMURA,NAKAMURA,wc2026-JPN-13,Cambio de nombre,
JPN,Japan,14,MF,ITO Junya,Junya Ito,Ito Junya,SI,Junya,ITO,ITO,wc2026-JPN-14,Cambio de nombre,
JPN,Japan,15,MF,KAMADA Daichi,Daichi Kamada,Kamada Daichi,SI,Daichi,KAMADA,KAMADA,wc2026-JPN-15,Cambio de nombre,
JPN,Japan,16,DF,WATANABE Tsuyoshi,Tsuyoshi Watanabe,Watanabe Tsuyoshi,SI,Tsuyoshi,WATANABE,WATANABE,wc2026-JPN-16,Cambio de nombre,
JPN,Japan,17,MF,SUZUKI Yuito,Y. Suzuki,Suzuki Yuito,SI,Yuito,SUZUKI,Y. SUZUKI,wc2026-JPN-17,Cambio de nombre,
JPN,Japan,18,FW,UEDA Ayase,Ayase Ueda,Ueda Ayase,SI,Ayase,UEDA,AYASE,wc2026-JPN-18,Cambio de nombre,
JPN,Japan,19,FW,OGAWA Koki,Koki Ogawa,Ogawa Koki,SI,Koki,OGAWA,OGAWA,wc2026-JPN-19,Cambio de nombre,
JPN,Japan,20,DF,SEKO Ayumu,Ayumu Seko,Seko Ayumu,SI,Ayumu,SEKO,SEKO,wc2026-JPN-20,Cambio de nombre,
JPN,Japan,21,DF,ITO Hiroki,H. Ito,Ito Hiroki,SI,Hiroki,ITO,H. ITO,wc2026-JPN-21,Cambio de nombre,
JPN,Japan,22,DF,TOMIYASU Takehiro,Takehiro Tomiyasu,Tomiyasu Takehiro,SI,Takehiro,TOMIYASU,TOMIYASU,wc2026-JPN-22,Cambio de nombre,
JPN,Japan,23,GK,HAYAKAWA Tomoki,Tomoki Hayakawa,Hayakawa Tomoki,SI,Tomoki,HAYAKAWA,HAYAKAWA,wc2026-JPN-23,Cambio de nombre,
JPN,Japan,24,MF,SANO Kaishu,Kaishu Sano,Sano Kaishu,SI,Kaishu,SANO,SANO,wc2026-JPN-24,Cambio de nombre,
JPN,Japan,25,DF,SUZUKI Junnosuke,J. Suzuki,Suzuki Junnosuke,SI,Junnosuke,SUZUKI,J. SUZUKI,wc2026-JPN-25,Cambio de nombre,
JPN,Japan,26,FW,SHIOGAI Kento,Kento Shiogai,Shiogai Kento,SI,Kento,SHIOGAI,SHIOGAI,wc2026-JPN-26,Cambio de nombre,
JOR,Jordan,1,GK,YAZEED ABULAILA,Yazeed Abulaila,Yazeed Abulaila,,Yazeed Mo'ien Hasan,ABULAILA,YAZEED,wc2026-JOR-1,,
JOR,Jordan,2,DF,MOHAMMAD ABUHASHEESH,Abu Hasheesh,Mohammad Abuhasheesh,SI,Mohammad Ali Hasan,ABUHASHEESH,ABU HASHEESH,wc2026-JOR-2,Cambio de nombre,
JOR,Jordan,3,DF,ABDALLAH NASIB,Abdallah Nasib,Abdallah Nasib,,Abdallah Mousa Musallam,NASIB,NASIB,wc2026-JOR-3,,
JOR,Jordan,4,DF,HUSAM ABUDAHAB,Abu Dahab,Husam Abudahab,SI,Husam Ali Mohammad,ABUDAHAB,ABU DAHAB,wc2026-JOR-4,Cambio de nombre,
JOR,Jordan,5,DF,YAZAN ALARAB,Yazan Alarab,Yazan Alarab,,Yazan Mousa Mahmoud,ALARAB,ALARAB,wc2026-JOR-5,,
JOR,Jordan,6,MF,AMER JAMOUS,Amer Jamous,Amer Jamous,,Amer Rasem Adel,JAMOUS,JAMOUS,wc2026-JOR-6,,
JOR,Jordan,7,FW,MOHAMMAD ABUZRAIQ,Abu Zraiq,Mohammad Abuzraiq,SI,Mohammad Faisal Yousef,ABU ZRAIQ,ABU ZRAIQ,wc2026-JOR-7,Cambio de nombre,
JOR,Jordan,8,MF,NOOR ALRAWABDEH,Noor Alrawabdeh,Noor Alrawabdeh,,Noor Al-Deen Mahmoud Ali,AL RAWABDEH,ALRAWABDEH,wc2026-JOR-8,,
JOR,Jordan,9,FW,ALI OLWAN,Ali Olwan,Ali Olwan,,Ali Iyad Ali,OLWAN,OLWAN,wc2026-JOR-9,,
JOR,Jordan,10,FW,MOUSA ALTAMARI,Mousa Altamari,Mousa Altamari,,Mousa Mohammad Mousa,SULEIMAN,ALTAMARI,wc2026-JOR-10,,
JOR,Jordan,11,FW,ODEH FAKHOURY,Odeh Fakhoury,Odeh Fakhoury,,Odeh Burhan Shehadeh,FAKHOURY,ODEH,wc2026-JOR-11,,
JOR,Jordan,12,GK,NOUR BANIATEYAH,Bani Ateyah,Nour Baniateyah,SI,Noureddin Zaid Khaleel,BANI ATEYAH,BANI ATEYAH,wc2026-JOR-12,Cambio de nombre,
JOR,Jordan,13,FW,MAHMOUD ALMARDI,Mahmoud Almardi,Mahmoud Almardi,,Mahmoud Nayef Ahmad,ALMARDI,ALMARDI,wc2026-JOR-13,,
